dateiname	tbeg_klass_art	erlaeuterung
rk19980414_1bvr067298	Regeln-Absatz	automatisch annotiert in Absatz-Tags
rk19980421_1bvr108692	Regeln-Absatz	automatisch annotiert in Absatz-Tags
rk19980428_2bvr019596	SVM-WE-Satz	automatisch annotiert in Absatz-Tags
rk19980505_1bvr138494	Regeln-Satz	automatisch annotiert in Absatz-Tags
rk19980507_2bvr212597	Regeln-Satz	automatisch annotiert in Absatz-Tags
rk19980514_1bvr126994	SVM-WE-Satz	automatisch annotiert in Absatz-Tags
rk19980520_2bvr047298	SVM-WE-Satz	automatisch annotiert in Absatz-Tags
rk19980615_1bvr050497	Regeln-Satz	automatisch annotiert in Absatz-Tags
rk19980623_2bvr191697	Regeln-Satz	automatisch annotiert in Absatz-Tags
rk19980715_2bvr293993	SVM-WE-Satz	automatisch annotiert in Absatz-Tags
rk19980716_2bvr120698	Regeln-Satz	automatisch annotiert in Absatz-Tags
rk19980722_1bvr236994	Regeln-Satz	automatisch annotiert in Absatz-Tags
rk19980723_1bvr241997	Regeln-Satz	automatisch annotiert in Absatz-Tags
rk19980729_1bvr033398	Regeln-Satz	automatisch annotiert in Absatz-Tags
rk19980729_1bvr105091	Regeln-Satz	automatisch annotiert in Absatz-Tags
rk19980730_1bvr069893	SVM-WE-Satz	automatisch annotiert in Absatz-Tags
rk19980731_2bvr120698	SVM-WE-Satz	automatisch annotiert in Absatz-Tags
rk19980916_1bvr127698	Regeln-Satz	automatisch annotiert in Absatz-Tags
rk19980918_2bvr062690	Regeln-Satz	automatisch annotiert in Absatz-Tags
rk19980923_2bvr145298	Regeln-Absatz	automatisch annotiert in Absatz-Tags
rk19980930_1bvr113498	SVM-WE-Satz	automatisch annotiert in Absatz-Tags
rk19981001_1bvr078198	Regeln-Absatz	automatisch annotiert in Absatz-Tags
rk19981005_1bvr147698	Regeln-Satz	automatisch annotiert in Absatz-Tags
rk19981012_2bvr075389	SVM-WE-Satz	automatisch annotiert in Absatz-Tags
rk19981012_2bvr106489	Regeln-Absatz	automatisch annotiert in Absatz-Tags
rk19981012_2bvr167997	Regeln-Satz	automatisch annotiert in Absatz-Tags
rk19981014_2bvr058898	Regeln-Absatz	automatisch annotiert in Absatz-Tags
rk19981022_1bvr155191	Regeln-Satz	automatisch annotiert in Absatz-Tags
rk19981112_2bvr194798	Regeln-Satz	automatisch annotiert in Absatz-Tags
rk19981113_2bvr014097	SVM-WE-Satz	automatisch annotiert in Absatz-Tags
rk19981118_1bvr044793	SVM-WE-Satz	automatisch annotiert in Absatz-Tags
rk19981118_1bvr082293	SVM-WE-Satz	automatisch annotiert in Absatz-Tags
rk19981210_2bvr210998	Regeln-Satz	automatisch annotiert in Absatz-Tags
rk19990115_2bvr183898	Regeln-Satz	automatisch annotiert in Absatz-Tags
rk19990122_2bvr071698	Regeln-Satz	automatisch annotiert in Absatz-Tags
rk19990122_2bvr096194	SVM-WE-Satz	automatisch annotiert in Absatz-Tags
rk19990122_2bvr174696	Regeln-Absatz	automatisch annotiert in Absatz-Tags
rk19990127_2bvr060996	Regeln-Absatz	automatisch annotiert in Absatz-Tags
rk19990210_2bvr219195	SVM-WE-Satz	automatisch annotiert in Absatz-Tags
rk19990217_1bvr248895	Regeln-Satz	automatisch annotiert in Absatz-Tags
rk19990218_1bvr007999	Regeln-Satz	automatisch annotiert in Absatz-Tags
rk19990218_1bvr008099	Regeln-Satz	automatisch annotiert in Absatz-Tags
rk19990218_2bvr015399	Regeln-Absatz	automatisch annotiert in Absatz-Tags
rk19990226_2bvr032194	SVM-WE-Satz	automatisch annotiert in Absatz-Tags
rk19990308_1bvr005195	Regeln-Satz	automatisch annotiert in Absatz-Tags
rk19990308_1bvr098997	Regeln-Satz	automatisch annotiert in Absatz-Tags
rk19990308_2bvr024299	SVM-WE-Satz	automatisch annotiert in Absatz-Tags
rk19990308_2bvr032699	Regeln-Satz	automatisch annotiert in Absatz-Tags
rk19990310_2bvr051297	SVM-WE-Satz	automatisch annotiert in Absatz-Tags
rk19990315_2bvr225998	SVM-WE-Satz	automatisch annotiert in Absatz-Tags
rk19990318_2bvr171798	Regeln-Satz	automatisch annotiert in Absatz-Tags
rk19990322_1bvr184591	Regeln-Satz	automatisch annotiert in Absatz-Tags
rk19990322_2bvr039899	Regeln-Satz	automatisch annotiert in Absatz-Tags
rk19990323_2bvr028599	Regeln-Satz	automatisch annotiert in Absatz-Tags
rk19990324_1bvr027899	Regeln-Satz	automatisch annotiert in Absatz-Tags
rk19990401_2bvr040099	SVM-WE-Satz	automatisch annotiert in Absatz-Tags
rk19990406_2bvr227997	Regeln-Satz	automatisch annotiert in Absatz-Tags
rk19990413_2bvr056299	SVM-WE-Satz	automatisch annotiert in Absatz-Tags
rk19990414_2bvr113297	Regeln-Satz	automatisch annotiert in Absatz-Tags
rk19990428_1bvr075297	Regeln-Satz	automatisch annotiert in Absatz-Tags
rk19990512_2bvr041599	Regeln-Satz	automatisch annotiert in Absatz-Tags
rk19990520_1bvr129496	Regeln-Satz	automatisch annotiert in Absatz-Tags
rk19990525_1bvr036996	Regeln-Satz	automatisch annotiert in Absatz-Tags
rk19990525_1bvr098792	Regeln-Satz	automatisch annotiert in Absatz-Tags
rk19990526_2bvr037198	SVM-WE-Satz	automatisch annotiert in Absatz-Tags
rk19990614_1bvr082899	Regeln-Satz	automatisch annotiert in Absatz-Tags
rk19990624_1bvr165098	SVM-WE-Satz	automatisch annotiert in Absatz-Tags
rk19990625_2bvr066799	SVM-WE-Satz	automatisch annotiert in Absatz-Tags
rk19990630_2bvr106799	Regeln-Satz	automatisch annotiert in Absatz-Tags
rk19990701_1bvr069899	Regeln-Satz	automatisch annotiert in Absatz-Tags
rk19990719_1bvr087599	Regeln-Satz	automatisch annotiert in Absatz-Tags
rk19990726_2bvr076199	SVM-WE-Satz	automatisch annotiert in Absatz-Tags
rk19990817_2bvr227698	Regeln-Satz	automatisch annotiert in Absatz-Tags
rk19990824_2bvr152394	Regeln-Satz	automatisch annotiert in Absatz-Tags
rk19990826_1bvr013199	Regeln-Satz	automatisch annotiert in Absatz-Tags
rk19990909_2bvr134399	SVM-WE-Satz	automatisch annotiert in Absatz-Tags
rk19990915_2bvr236095	Regeln-Satz	automatisch annotiert in Absatz-Tags
rk19990920_1bvr136299	Regeln-Satz	automatisch annotiert in Absatz-Tags
rk19991021_2bvr194099	Regeln-Satz	automatisch annotiert in Absatz-Tags
rk19991024_2bvr189699	Regeln-Absatz	automatisch annotiert in Absatz-Tags
rk19991024_2bvr191999	Regeln-Satz	automatisch annotiert in Absatz-Tags
rk19991024_2bvr192699	Regeln-Satz	automatisch annotiert in Absatz-Tags
rk19991024_2bvr196099	Regeln-Satz	automatisch annotiert in Absatz-Tags
rk19991111_1bvr120399	Regeln-Satz	automatisch annotiert in Absatz-Tags
rk19991119_2bvr056598	Regeln-Satz	automatisch annotiert in Absatz-Tags
rk19991124_2bvr207198	Regeln-Satz	automatisch annotiert in Absatz-Tags
rk19991201_1bvr146296	Regeln-Satz	automatisch annotiert in Absatz-Tags
rk19991207_2bvr191199	Regeln-Satz	automatisch annotiert in Absatz-Tags
rk19991209_1bvr019596	Regeln-Satz	automatisch annotiert in Absatz-Tags
rk20000126_1bvr001200	Regeln-Satz	automatisch annotiert in Absatz-Tags
rk20000207_1bvr026299	Regeln-Satz	automatisch annotiert in Absatz-Tags
rk20000207_2bvr010600	SVM-WE-Satz	automatisch annotiert in Absatz-Tags
rk20000208_1bvr234595	Regeln-Satz	automatisch annotiert in Absatz-Tags
rk20000208_1bvr235195	Regeln-Satz	automatisch annotiert in Absatz-Tags
rk20000209_1bvr190299	SVM-WE-Satz	automatisch annotiert in Absatz-Tags
rk20000214_1bvr150095	Regeln-Satz	automatisch annotiert in Absatz-Tags
rk20000214_2bvr019100	Regeln-Satz	automatisch annotiert in Absatz-Tags
rk20000216_2bvr233299	Regeln-Satz	automatisch annotiert in Absatz-Tags
rk20000224_2bvr129598	Regeln-Satz	automatisch annotiert in Absatz-Tags
rk20000224_2bvr235299	Regeln-Satz	automatisch annotiert in Absatz-Tags
rk20000224_2bvr235399	Regeln-Satz	automatisch annotiert in Absatz-Tags
rk20000224_2bvr237199	Regeln-Satz	automatisch annotiert in Absatz-Tags
rk20000225_2bvr235699	Regeln-Satz	automatisch annotiert in Absatz-Tags
rk20000227_2bvr184999	Regeln-Satz	automatisch annotiert in Absatz-Tags
rk20000301_2bvr204999	Regeln-Satz	automatisch annotiert in Absatz-Tags
rk20000309_2bvr032300	Regeln-Satz	automatisch annotiert in Absatz-Tags
rk20000309_2bvr108791	Regeln-Absatz	automatisch annotiert in Absatz-Tags
rk20000314_2bvr194299	Regeln-Satz	automatisch annotiert in Absatz-Tags
rk20000322_1bvr137093	Regeln-Absatz	automatisch annotiert in Absatz-Tags
rk20000322_2bvr030000	SVM-WE-Satz	automatisch annotiert in Absatz-Tags
rk20000331_1bvr135399	Regeln-Satz	automatisch annotiert in Absatz-Tags
rk20000331_1bvr145497	Regeln-Satz	automatisch annotiert in Absatz-Tags
rk20000331_1bvr222396	Regeln-Satz	automatisch annotiert in Absatz-Tags
rk20000331_2bvr209199	Regeln-Absatz	automatisch annotiert in Absatz-Tags
rk20000404_1bvr076898	Regeln-Satz	automatisch annotiert in Absatz-Tags
rk20000404_1bvr150599	Regeln-Satz	automatisch annotiert in Absatz-Tags
rk20000405_1bvr121397	Regeln-Satz	automatisch annotiert in Absatz-Tags
rk20000405_1bvr247997	Regeln-Satz	automatisch annotiert in Absatz-Tags
rk20000413_1bvr015098	Regeln-Satz	automatisch annotiert in Absatz-Tags
rk20000413_1bvr208098	Regeln-Satz	automatisch annotiert in Absatz-Tags
rk20000413_1bvr210998	Regeln-Satz	automatisch annotiert in Absatz-Tags
rk20000427_1bvr207799	Regeln-Satz	automatisch annotiert in Absatz-Tags
rk20000509_2bvr052300	Regeln-Satz	automatisch annotiert in Absatz-Tags
rk20000609_2bvr204498	SVM-WE-Satz	automatisch annotiert in Absatz-Tags
rk20000628_1bvr074100	Regeln-Satz	automatisch annotiert in Absatz-Tags
rk20000705_2bvr086500	Regeln-Satz	automatisch annotiert in Absatz-Tags
rk20000705_2bvr086600	Regeln-Satz	automatisch annotiert in Absatz-Tags
rk20000720_1bvr124500	Regeln-Satz	automatisch annotiert in Absatz-Tags
rk20000725_2bvr104100	SVM-WE-Satz	automatisch annotiert in Absatz-Tags
rk20000817_2bvr124500	Regeln-Satz	automatisch annotiert in Absatz-Tags
rk20000822_2bvr136300	Regeln-Satz	automatisch annotiert in Absatz-Tags
rk20000904_2bvr237799	Regeln-Satz	automatisch annotiert in Absatz-Tags
rk20000912_1bvr139900	Regeln-Satz	automatisch annotiert in Absatz-Tags
rk20000922_2bvr204398	Regeln-Absatz	automatisch annotiert in Absatz-Tags
rk20000927_2bvr102795	SVM-WE-Satz	automatisch annotiert in Absatz-Tags
rk20000927_2bvr168998	Regeln-Satz	automatisch annotiert in Absatz-Tags
rk20000927_2bvr169998	Regeln-Satz	automatisch annotiert in Absatz-Tags
rk20001002_2bvr031000	Regeln-Satz	automatisch annotiert in Absatz-Tags
rk20001002_2bvr206298	SVM-WE-Satz	automatisch annotiert in Absatz-Tags
rk20001006_2bvr005000	Regeln-Satz	automatisch annotiert in Absatz-Tags
rk20001007_1bvr264695	Regeln-Absatz	automatisch annotiert in Absatz-Tags
rk20001011_1bvr123600	Regeln-Satz	automatisch annotiert in Absatz-Tags
rk20001012_2bvr094199	SVM-WE-Satz	automatisch annotiert in Absatz-Tags
rk20001012_2bvr176296	Regeln-Satz	automatisch annotiert in Absatz-Tags
rk20001016_2bvr057700	Regeln-Satz	automatisch annotiert in Absatz-Tags
rk20001019_2bvr173099	Regeln-Satz	automatisch annotiert in Absatz-Tags
rk20001024_1bvr038900	Regeln-Satz	automatisch annotiert in Absatz-Tags
rk20001025_2bvr072000	Regeln-Satz	automatisch annotiert in Absatz-Tags
rk20001025_2bvr180400	Regeln-Satz	automatisch annotiert in Absatz-Tags
rk20001026_2bvr171100	Regeln-Satz	automatisch annotiert in Absatz-Tags
rk20001030_2bvr162100	Regeln-Satz	automatisch annotiert in Absatz-Tags
rk20001030_2bvr164700	Regeln-Satz	automatisch annotiert in Absatz-Tags
rk20001030_2bvr174600	Regeln-Satz	automatisch annotiert in Absatz-Tags
rk20001112_2bvr085798	Regeln-Satz	automatisch annotiert in Absatz-Tags
rk20001115_2bvr195195	Regeln-Satz	automatisch annotiert in Absatz-Tags
rk20001116_2bvr168498	Regeln-Satz	automatisch annotiert in Absatz-Tags
rk20001122_1bvr047900	Regeln-Satz	automatisch annotiert in Absatz-Tags
rk20001124_2bvr166100	Regeln-Satz	automatisch annotiert in Absatz-Tags
rk20001201_2bvr020700	Regeln-Satz	automatisch annotiert in Absatz-Tags
rk20001212_1bvr169196	Regeln-Satz	automatisch annotiert in Absatz-Tags
rk20001214_2bvr145796	Regeln-Satz	automatisch annotiert in Absatz-Tags
rk20001221_2bvr231897	Regeln-Satz	automatisch annotiert in Absatz-Tags
rk20010124_2bvr136299	Regeln-Satz	automatisch annotiert in Absatz-Tags
rk20010125_2bvr003201	Regeln-Satz	automatisch annotiert in Absatz-Tags
rk20010131_1bvr116196	Regeln-Satz	automatisch annotiert in Absatz-Tags
rk20010202_2bvr129499	SVM-WE-Satz	automatisch annotiert in Absatz-Tags
rk20010207_2bvr041800	Regeln-Satz	automatisch annotiert in Absatz-Tags
rk20010207_2bvr179499	Regeln-Satz	automatisch annotiert in Absatz-Tags
rk20010207_2bvr232400	Regeln-Satz	automatisch annotiert in Absatz-Tags
rk20010208_2bvr026699	Regeln-Satz	automatisch annotiert in Absatz-Tags
rk20010208_2bvr115099	Regeln-Satz	automatisch annotiert in Absatz-Tags
rk20010213_1bvr231100	Regeln-Satz	automatisch annotiert in Absatz-Tags
rk20010221_2bvr006201	Regeln-Satz	automatisch annotiert in Absatz-Tags
rk20010221_2bvr020101	Regeln-Satz	automatisch annotiert in Absatz-Tags
rk20010305_1bvr145200	SVM-WE-Satz	automatisch annotiert in Absatz-Tags
rk20010305_2bvr245099	Regeln-Satz	automatisch annotiert in Absatz-Tags
rk20010307_2bvr210800	Regeln-Satz	automatisch annotiert in Absatz-Tags
rk20010314_2bvr002299	SVM-WE-Satz	automatisch annotiert in Absatz-Tags
rk20010314_2bvr056799	Regeln-Satz	automatisch annotiert in Absatz-Tags
rk20010314_2bvr205699	Regeln-Satz	automatisch annotiert in Absatz-Tags
rk20010316_2bvr006501	Regeln-Satz	automatisch annotiert in Absatz-Tags
rk20010316_2bvr013801	Regeln-Satz	automatisch annotiert in Absatz-Tags
rk20010316_2bvr159800	Regeln-Satz	automatisch annotiert in Absatz-Tags
rk20010322_1bvr040901	Regeln-Satz	automatisch annotiert in Absatz-Tags
rk20010322_1bvr100395	Regeln-Satz	automatisch annotiert in Absatz-Tags
rk20010328_2bvr001101	Regeln-Absatz	automatisch annotiert in Absatz-Tags
rk20010330_1bvr041801	Regeln-Satz	automatisch annotiert in Absatz-Tags
rk20010330_1bvr149199	Regeln-Satz	automatisch annotiert in Absatz-Tags
rk20010420_2bvr015101	Regeln-Satz	automatisch annotiert in Absatz-Tags
rk20010425_1bvr197700	Regeln-Satz	automatisch annotiert in Absatz-Tags
rk20010507_1bvr055901	Regeln-Satz	automatisch annotiert in Absatz-Tags
rk20010507_2bvr079400	Regeln-Satz	automatisch annotiert in Absatz-Tags
rk20010514_2bvr040401	Regeln-Satz	automatisch annotiert in Absatz-Tags
rk20010523_2bvr232500	Regeln-Satz	automatisch annotiert in Absatz-Tags
rk20010524_2bvr137300	Regeln-Satz	automatisch annotiert in Absatz-Tags
rk20010530_2bvr190500	Regeln-Satz	automatisch annotiert in Absatz-Tags
rk20010602_2bvr095700	Regeln-Satz	automatisch annotiert in Absatz-Tags
rk20010611_2bvr059801	Regeln-Satz	automatisch annotiert in Absatz-Tags
rk20010618_1bvr100201	Regeln-Satz	automatisch annotiert in Absatz-Tags
rk20010621_1bvr176200	Regeln-Satz	automatisch annotiert in Absatz-Tags
rk20010627_2bvr102901	Regeln-Satz	automatisch annotiert in Absatz-Tags
rk20010703_2bvr079301	Regeln-Satz	automatisch annotiert in Absatz-Tags
rk20010703_2bvr080001	Regeln-Satz	automatisch annotiert in Absatz-Tags
rk20010703_2bvr100801	Regeln-Satz	automatisch annotiert in Absatz-Tags
rk20010703_2bvr103901	Regeln-Satz	automatisch annotiert in Absatz-Tags
rk20010706_1bvr070001	Regeln-Satz	automatisch annotiert in Absatz-Tags
rk20010706_2bvr001501	Regeln-Satz	automatisch annotiert in Absatz-Tags
rk20010706_2bvr231399	Regeln-Satz	automatisch annotiert in Absatz-Tags
rk20010719_2bvr207800	Regeln-Satz	automatisch annotiert in Absatz-Tags
rk20010725_2bvr104301	Regeln-Absatz	automatisch annotiert in Absatz-Tags
rk20010730_2bvr215100	Regeln-Satz	automatisch annotiert in Absatz-Tags
rk20010731_2bvr070201	Regeln-Satz	automatisch annotiert in Absatz-Tags
rk20010807_2bvr127601	Regeln-Satz	automatisch annotiert in Absatz-Tags
rk20010810_2bvr128001	Regeln-Satz	automatisch annotiert in Absatz-Tags
rk20010817_2bvr130101	Regeln-Satz	automatisch annotiert in Absatz-Tags
rk20010821_2bvr108201	Regeln-Satz	automatisch annotiert in Absatz-Tags
rk20010821_2bvr194100	Regeln-Satz	automatisch annotiert in Absatz-Tags
rk20010827_1bvr108201	Regeln-Satz	automatisch annotiert in Absatz-Tags
rk20010827_1bvr165300	Regeln-Satz	automatisch annotiert in Absatz-Tags
rk20010904_2bvr045701	Regeln-Satz	automatisch annotiert in Absatz-Tags
rk20010911_1bvr030501	Regeln-Absatz	automatisch annotiert in Absatz-Tags
rk20010911_2bvr072301	Regeln-Satz	automatisch annotiert in Absatz-Tags
rk20010914_2bvr127501	Regeln-Satz	automatisch annotiert in Absatz-Tags
rk20010925_2bvr016796	Regeln-Satz	automatisch annotiert in Absatz-Tags
rk20010926_2bvr049600	Regeln-Satz	automatisch annotiert in Absatz-Tags
rk20010926_2bvr079201	Regeln-Satz	automatisch annotiert in Absatz-Tags
rk20010926_2bvr134598	Regeln-Satz	automatisch annotiert in Absatz-Tags
rk20010929_2bvr140401	Regeln-Satz	automatisch annotiert in Absatz-Tags
rk20010930_2bvr091100	Regeln-Satz	automatisch annotiert in Absatz-Tags
rk20010930_2bvr094798	Regeln-Satz	automatisch annotiert in Absatz-Tags
rk20010930_2bvr133801	Regeln-Satz	automatisch annotiert in Absatz-Tags
rk20010930_2bvr143901	Regeln-Satz	automatisch annotiert in Absatz-Tags
rk20011002_2bvr156901	Regeln-Satz	automatisch annotiert in Absatz-Tags
rk20011002_2bvr159401	Regeln-Satz	automatisch annotiert in Absatz-Tags
rk20011003_2bvr119801	Regeln-Satz	automatisch annotiert in Absatz-Tags
rk20011004_1bvr141801	Regeln-Satz	automatisch annotiert in Absatz-Tags
rk20011004_1bvr143501	Regeln-Satz	automatisch annotiert in Absatz-Tags
rk20011008_2bvr142401	SVM-WE-Satz	automatisch annotiert in Absatz-Tags
rk20011010_2bvr069500	Regeln-Satz	automatisch annotiert in Absatz-Tags
rk20011010_2bvr089100	Regeln-Satz	automatisch annotiert in Absatz-Tags
rk20011011_2bvr151401	Regeln-Satz	automatisch annotiert in Absatz-Tags
rk20011015_2bvr142301	Regeln-Satz	automatisch annotiert in Absatz-Tags
rk20011019_1bvr105001	Regeln-Absatz	automatisch annotiert in Absatz-Tags
rk20011023_2bvr100701	Regeln-Satz	automatisch annotiert in Absatz-Tags
rk20011023_2bvr164501	Regeln-Satz	automatisch annotiert in Absatz-Tags
rk20011023_2bvr171301	Regeln-Satz	automatisch annotiert in Absatz-Tags
rk20011031_1bvr167901	Regeln-Satz	automatisch annotiert in Absatz-Tags
rk20011031_1bvr172001	Regeln-Satz	automatisch annotiert in Absatz-Tags
rk20011104_2bvr161901	Regeln-Satz	automatisch annotiert in Absatz-Tags
rk20011105_2bvr184601	Regeln-Satz	automatisch annotiert in Absatz-Tags
rk20011105_2bvr219500	Regeln-Satz	automatisch annotiert in Absatz-Tags
rk20011107_2bvr171001	Regeln-Satz	automatisch annotiert in Absatz-Tags
rk20011108_2bvr124201	Regeln-Satz	automatisch annotiert in Absatz-Tags
rk20011109_2bvr081001	Regeln-Absatz	automatisch annotiert in Absatz-Tags
rk20011109_2bvr102001	Regeln-Satz	automatisch annotiert in Absatz-Tags
rk20011114_2bvr189801	Regeln-Satz	automatisch annotiert in Absatz-Tags
rk20011122_2bvr201200	Regeln-Satz	automatisch annotiert in Absatz-Tags
rk20011129_2bvr148601	Regeln-Satz	automatisch annotiert in Absatz-Tags
rk20011130_1bvr176401	Regeln-Satz	automatisch annotiert in Absatz-Tags
rk20011206_1bvr197601	Regeln-Absatz	automatisch annotiert in Absatz-Tags
rk20011211_1bvr182101	Regeln-Absatz	automatisch annotiert in Absatz-Tags
rk20011212_2bvr187501	Regeln-Satz	automatisch annotiert in Absatz-Tags
rk20011213_1bvr087093	Regeln-Satz	automatisch annotiert in Absatz-Tags
rk20011214_2bvr066801	Regeln-Satz	automatisch annotiert in Absatz-Tags
rk20011217_2bvr056301	Regeln-Satz	automatisch annotiert in Absatz-Tags
rk20011220_2bvr039901	Regeln-Satz	automatisch annotiert in Absatz-Tags
rk20011220_2bvr135601	Regeln-Satz	automatisch annotiert in Absatz-Tags
rk20011221_2bvr117601	Regeln-Satz	automatisch annotiert in Absatz-Tags
rk20020104_1bvr201101	Regeln-Satz	automatisch annotiert in Absatz-Tags
rk20020114_2bvr218900	Regeln-Satz	automatisch annotiert in Absatz-Tags
rk20020116_2bvr112101	Regeln-Satz	automatisch annotiert in Absatz-Tags
rk20020121_2bvr221001	Regeln-Satz	automatisch annotiert in Absatz-Tags
rk20020122_2bvr093600	Regeln-Satz	automatisch annotiert in Absatz-Tags
rk20020124_2bvr095799	Regeln-Satz	automatisch annotiert in Absatz-Tags
rk20020129_2bvr137199	Regeln-Satz	automatisch annotiert in Absatz-Tags
rk20020129_2bvr196501	Regeln-Satz	automatisch annotiert in Absatz-Tags
rk20020130_2bvr000100	Regeln-Satz	automatisch annotiert in Absatz-Tags
rk20020130_2bvr101800	Regeln-Satz	automatisch annotiert in Absatz-Tags
rk20020130_2bvr145101	Regeln-Satz	automatisch annotiert in Absatz-Tags
rk20020205_2bvr045501	SVM-WE-Satz	automatisch annotiert in Absatz-Tags
rk20020205_2bvr139901	Regeln-Satz	automatisch annotiert in Absatz-Tags
rk20020206_2bvr003702	Regeln-Satz	automatisch annotiert in Absatz-Tags
rk20020207_2bvr000902	Regeln-Satz	automatisch annotiert in Absatz-Tags
rk20020208_2bvr156600	Regeln-Satz	automatisch annotiert in Absatz-Tags
rk20020217_2bvr186201	Regeln-Satz	automatisch annotiert in Absatz-Tags
rk20020219_2bvr015802	Regeln-Satz	automatisch annotiert in Absatz-Tags
rk20020220_2bvr201701	Regeln-Satz	automatisch annotiert in Absatz-Tags
rk20020220_2bvr212201	Regeln-Satz	automatisch annotiert in Absatz-Tags
rk20020226_2bvr017002	Regeln-Satz	automatisch annotiert in Absatz-Tags
rk20020301_2bvr097100	Regeln-Satz	automatisch annotiert in Absatz-Tags
rk20020306_2bvr008502	Regeln-Satz	automatisch annotiert in Absatz-Tags
rk20020307_2bvr019102	Regeln-Satz	automatisch annotiert in Absatz-Tags
rk20020308_2bvr208101	Regeln-Satz	automatisch annotiert in Absatz-Tags
rk20020312_2bvr018301	Regeln-Satz	automatisch annotiert in Absatz-Tags
rk20020329_2bvr029200	Regeln-Satz	automatisch annotiert in Absatz-Tags
rk20020416_2bvr055302	Regeln-Satz	automatisch annotiert in Absatz-Tags
rk20020514_2bvr061402	Regeln-Satz	automatisch annotiert in Absatz-Tags
rk20020516_2bvr114501	Regeln-Satz	automatisch annotiert in Absatz-Tags
rk20020527_2bvr029002	Regeln-Satz	automatisch annotiert in Absatz-Tags
rk20020527_2bvr068202	Regeln-Satz	automatisch annotiert in Absatz-Tags
rk20020604_2bvr042602	Regeln-Satz	automatisch annotiert in Absatz-Tags
rk20020605_2bvr088801	Regeln-Satz	automatisch annotiert in Absatz-Tags
rk20020611_2bvr119401	Regeln-Satz	automatisch annotiert in Absatz-Tags
rk20020612_2bvr069702	Regeln-Absatz	automatisch annotiert in Absatz-Tags
rk20020612_2bvr137801	Regeln-Satz	automatisch annotiert in Absatz-Tags
rk20020613_2bvr045201	Regeln-Satz	automatisch annotiert in Absatz-Tags
rk20020618_1bvr099602	Regeln-Satz	automatisch annotiert in Absatz-Tags
rk20020627_2bvr072902	Regeln-Satz	automatisch annotiert in Absatz-Tags
rk20020703_2bvr091602	Regeln-Satz	automatisch annotiert in Absatz-Tags
rk20020708_1bvr242895	Regeln-Satz	automatisch annotiert in Absatz-Tags
rk20020716_2bvr147301	SVM-WE-Satz	automatisch annotiert in Absatz-Tags
rk20020723_1bvr106902	Regeln-Satz	automatisch annotiert in Absatz-Tags
rk20020726_2bvr162201	Regeln-Satz	automatisch annotiert in Absatz-Tags
rk20020729_2bvr061002	Regeln-Satz	automatisch annotiert in Absatz-Tags
rk20020730_2bvr168601	Regeln-Satz	automatisch annotiert in Absatz-Tags
rk20020805_2bvr110802	Regeln-Satz	automatisch annotiert in Absatz-Tags
rk20020808_2bvr103002	Regeln-Satz	automatisch annotiert in Absatz-Tags
rk20020809_2bvr000800	Regeln-Satz	automatisch annotiert in Absatz-Tags
rk20020809_2bvr160500	Regeln-Satz	automatisch annotiert in Absatz-Tags
rk20020822_1bvr025502	Regeln-Absatz	automatisch annotiert in Absatz-Tags
rk20020902_1bvr186301	Regeln-Satz	automatisch annotiert in Absatz-Tags
rk20020912_2bvr176101	SVM-WE-Satz	automatisch annotiert in Absatz-Tags
rk20020926_2bvr098602	SVM-WE-Satz	automatisch annotiert in Absatz-Tags
rk20020927_2bvr070502	Regeln-Satz	automatisch annotiert in Absatz-Tags
rk20020930_1bvr174402	Regeln-Satz	automatisch annotiert in Absatz-Tags
rk20020930_2bvr052702	Regeln-Satz	automatisch annotiert in Absatz-Tags
rk20020930_2bvr056202	Regeln-Satz	automatisch annotiert in Absatz-Tags
rk20020930_2bvr141802	Regeln-Satz	automatisch annotiert in Absatz-Tags
rk20021008_1bvr142802	Regeln-Satz	automatisch annotiert in Absatz-Tags
rk20021008_1bvr150302	Regeln-Satz	automatisch annotiert in Absatz-Tags
rk20021016_2bvr015901	Regeln-Satz	automatisch annotiert in Absatz-Tags
rk20021016_2bvr130602	Regeln-Satz	automatisch annotiert in Absatz-Tags
rk20021017_2bvr102902	Regeln-Satz	automatisch annotiert in Absatz-Tags
rk20021017_2bvr143002	Regeln-Satz	automatisch annotiert in Absatz-Tags
rk20021017_2bvr231300	Regeln-Satz	automatisch annotiert in Absatz-Tags
rk20021017_2bvr231400	Regeln-Satz	automatisch annotiert in Absatz-Tags
rk20021017_2bvr231500	Regeln-Satz	automatisch annotiert in Absatz-Tags
rk20021017_2bvr231600	Regeln-Satz	automatisch annotiert in Absatz-Tags
rk20021017_2bvr231700	Regeln-Satz	automatisch annotiert in Absatz-Tags
rk20021017_2bvr231800	Regeln-Satz	automatisch annotiert in Absatz-Tags
rk20021023_1bvr089602	Regeln-Satz	automatisch annotiert in Absatz-Tags
rk20021030_2bvr078602	Regeln-Satz	automatisch annotiert in Absatz-Tags
rk20021105_1bvr146102	Regeln-Absatz	automatisch annotiert in Absatz-Tags
rk20021112_2bvr151302	Regeln-Satz	automatisch annotiert in Absatz-Tags
rk20021115_2bvr214901	Regeln-Satz	automatisch annotiert in Absatz-Tags
rk20021119_2bvr026802	Regeln-Satz	automatisch annotiert in Absatz-Tags
